Currency,Rate,Date,,,,
HKD,10.370800000,01/7/2016,,,,
HKD,12.097500000,01/8/2015,,,,
HKD,10.302900000,01/8/2016,,,,
HKD,11.899000000,01/9/2015,,,,
HKD,10.159100000,01/9/2016,,,,
INR,75.147100000,01/1/2010,,,,
INR,70.008000000,01/1/2011,,,,
INR,82.530500000,01/1/2012,,,,
INR,89.061200000,01/1/2013,,,,
INR,102.447000000,01/1/2014,,,,
INR,98.423800000,01/1/2015,,,,
INR,97.508000000,01/1/2016,,,,
INR,83.863000000,01/1/2017,,,,
INR,76.936800000,01/10/2009,,,,
INR,70.808600000,01/10/2010,,,,
INR,76.293300000,01/10/2011,,,,
INR,85.172700000,01/10/2012,,,,
INR,101.383000000,01/10/2013,,,,
INR,100.122000000,01/10/2014,,,,
INR,99.428900000,01/10/2015,,,,
INR,86.487800000,01/10/2016,,,,
INR,77.414800000,01/11/2009,,,,
INR,71.026700000,01/11/2010,,,,
INR,78.598600000,01/11/2011,,,,
INR,86.666400000,01/11/2012,,,,
INR,98.733600000,01/11/2013,,,,
INR,98.230800000,01/11/2014,,,,
INR,100.918900000,01/11/2015,,,,
INR,81.539400000,01/11/2016,,,,
INR,76.335800000,01/12/2009,,,,
INR,71.459000000,01/12/2010,,,,
INR,82.108000000,01/12/2011,,,,
INR,87.176200000,01/12/2012,,,,
INR,102.362000000,01/12/2013,,,,
INR,97.181300000,01/12/2014,,,,
INR,100.335700000,01/12/2015,,,,
INR,85.520600000,01/12/2016,,,,
INR,73.982900000,01/2/2010,,,,
INR,73.536400000,01/2/2011,,,,
INR,78.026700000,01/2/2012,,,,
INR,84.330100000,01/2/2013,,,,
INR,102.970000000,01/2/2014,,,,
INR,93.424000000,01/2/2015,,,,
INR,96.284200000,01/2/2016,,,,
INR,85.355700000,01/2/2017,,,,
INR,72.721000000,01/3/2009,,,,
INR,70.190300000,01/3/2010,,,,
INR,68.101300000,01/3/2010,,,,
INR,73.623500000,01/3/2011,,,,
INR,71.483600000,01/3/2011,,,,
INR,78.291100000,01/3/2012,,,,
INR,81.397400000,01/3/2012,,,,
INR,82.584100000,01/3/2013,,,,
INR,82.527800000,01/3/2013,,,,
INR,103.869000000,01/3/2014,,,,
INR,99.566400000,01/3/2014,,,,
INR,95.137000000,01/3/2015,,,,
INR,92.901500000,01/3/2015,,,,
INR,95.356600000,01/3/2016,,,,
INR,95.181500000,01/3/2016,,,,
INR,72.721000000,01/4/2009,,,,
INR,68.101300000,01/4/2010,,,,
INR,71.483600000,01/4/2011,,,,
INR,81.397400000,01/4/2012,,,,
INR,82.527800000,01/4/2013,,,,
INR,99.566400000,01/4/2014,,,,
INR,92.901500000,01/4/2015,,,,
INR,95.181500000,01/4/2016,,,,
INR,74.141900000,01/5/2009,,,,
INR,67.899700000,01/5/2010,,,,
INR,73.748400000,01/5/2011,,,,
INR,85.576900000,01/5/2012,,,,
INR,83.851100000,01/5/2013,,,,
INR,101.845000000,01/5/2014,,,,
INR,97.607300000,01/5/2015,,,,
INR,97.166900000,01/5/2016,,,,
INR,75.975300000,01/6/2009,,,,
INR,67.366100000,01/6/2010,,,,
INR,74.141800000,01/6/2011,,,,
INR,86.434800000,01/6/2012,,,,
INR,85.636900000,01/6/2013,,,,
INR,99.114700000,01/6/2014,,,,
INR,97.456600000,01/6/2015,,,,
INR,97.933200000,01/6/2016,,,,
INR,78.892400000,01/7/2009,,,,
INR,69.486400000,01/7/2010,,,,
INR,71.767600000,01/7/2011,,,,
INR,87.574400000,01/7/2012,,,,
INR,90.129900000,01/7/2013,,,,
INR,102.839000000,01/7/2014,,,,
INR,100.149400000,01/7/2015,,,,
INR,90.226700000,01/7/2016,,,,
INR,79.493900000,01/8/2009,,,,
INR,72.674900000,01/8/2010,,,,
INR,72.537900000,01/8/2011,,,,
INR,87.137600000,01/8/2012,,,,
INR,92.183400000,01/8/2013,,,,
INR,102.180000000,01/8/2014,,,,
INR,100.056500000,01/8/2015,,,,
INR,88.936200000,01/8/2016,,,,
INR,79.575000000,01/9/2009,,,,
INR,72.295800000,01/9/2010,,,,
INR,74.980900000,01/9/2011,,,,
INR,88.352000000,01/9/2012,,,,
INR,102.204000000,01/9/2013,,,,
INR,100.774000000,01/9/2014,,,,
INR,101.509200000,01/9/2015,,,,
INR,87.711000000,01/9/2016,,,,
JPY,140.549000000,01/1/2013,,,,
JPY,174.080000000,01/1/2014,,,,
JPY,186.946000000,01/1/2015,,,,
JPY,177.303300000,01/1/2016,,,,
JPY,144.120200000,01/1/2017,,,,
JPY,125.631000000,01/10/2012,,,,
JPY,158.904000000,01/10/2013,,,,
JPY,177.832000000,01/10/2014,,,,
JPY,181.415400000,01/10/2015,,,,
JPY,131.543700000,01/10/2016,,,,
JPY,128.771000000,01/11/2012,,,,
JPY,157.624000000,01/11/2013,,,,
JPY,179.351000000,01/11/2014,,,,
JPY,186.370700000,01/11/2015,,,,
JPY,128.297900000,01/11/2016,,,,
JPY,132.171000000,01/12/2012,,,,
JPY,167.679000000,01/12/2013,,,,
JPY,185.867000000,01/12/2014,,,,
JPY,185.573200000,01/12/2015,,,,
JPY,142.363600000,01/12/2016,,,,
JPY,144.688000000,01/2/2013,,,,
JPY,167.607000000,01/2/2014,,,,
JPY,176.940000000,01/2/2015,,,,
JPY,171.730700000,01/2/2016,,,,
JPY,141.630500000,01/2/2017,,,,
JPY,140.046000000,01/3/2013,,,,
JPY,142.765000000,01/3/2013,,,,
JPY,171.046000000,01/3/2014,,,,
JPY,171.691000000,01/3/2014,,,,
JPY,184.430000000,01/3/2015,,,,
JPY,178.028000000,01/3/2015,,,,
JPY,157.301700000,01/3/2016,,,,
JPY,161.545100000,01/3/2016,,,,
JPY,131.487000000,01/4/2012,,,,
JPY,142.765000000,01/4/2013,,,,
JPY,171.691000000,01/4/2014,,,,
JPY,178.028000000,01/4/2015,,,,
JPY,161.545100000,01/4/2016,,,,
JPY,129.656000000,01/5/2012,,,,
JPY,151.609000000,01/5/2013,,,,
JPY,172.485000000,01/5/2014,,,,
JPY,183.904000000,01/5/2015,,,,
JPY,156.737100000,01/5/2016,,,,
JPY,120.692000000,01/6/2012,,,,
JPY,153.088000000,01/6/2013,,,,
JPY,170.662000000,01/6/2014,,,,
JPY,189.362600000,01/6/2015,,,,
JPY,161.422000000,01/6/2016,,,,
JPY,125.147000000,01/7/2012,,,,
JPY,150.661000000,01/7/2013,,,,
JPY,173.216000000,01/7/2014,,,,
JPY,192.443200000,01/7/2015,,,,
JPY,137.141400000,01/7/2016,,,,
JPY,122.367000000,01/8/2012,,,,
JPY,149.111000000,01/8/2013,,,,
JPY,173.616000000,01/8/2014,,,,
JPY,193.338200000,01/8/2015,,,,
JPY,136.069700000,01/8/2016,,,,
JPY,124.368000000,01/9/2012,,,,
JPY,151.774000000,01/9/2013,,,,
JPY,172.527000000,01/9/2014,,,,
JPY,185.784300000,01/9/2015,,,,
JPY,135.469500000,01/9/2016,,,,
KES,122.486000000,01/1/2010,,,,
KES,126.348000000,01/1/2011,,,,
KES,132.254000000,01/1/2012,,,,
KES,139.956000000,01/1/2013,,,,
KES,142.934000000,01/1/2014,,,,
KES,141.190000000,01/1/2015,,,,
KES,150.780400000,01/1/2016,,,,
KES,126.617200000,01/1/2017,,,,
KES,119.232000000,01/10/2009,,,,
KES,127.325000000,01/10/2010,,,,
KES,156.403000000,01/10/2011,,,,
KES,137.743000000,01/10/2012,,,,
KES,139.430000000,01/10/2013,,,,
KES,144.850000000,01/10/2014,,,,
KES,158.595500000,01/10/2015,,,,
KES,131.524300000,01/10/2016,,,,
KES,123.956000000,01/11/2009,,,,
KES,129.103000000,01/11/2010,,,,
KES,160.361000000,01/11/2011,,,,
KES,137.181000000,01/11/2012,,,,
KES,137.123000000,01/11/2013,,,,
KES,143.107000000,01/11/2014,,,,
KES,157.606200000,01/11/2015,,,,
KES,123.860000000,01/11/2016,,,,
KES,122.804000000,01/12/2009,,,,
KES,125.834000000,01/12/2010,,,,
KES,141.238000000,01/12/2011,,,,
KES,137.227000000,01/12/2012,,,,
KES,141.888000000,01/12/2013,,,,
KES,141.258000000,01/12/2014,,,,
KES,153.766300000,01/12/2015,,,,
KES,127.189600000,01/12/2016,,,,
KES,121.622000000,01/2/2010,,,,
KES,129.982000000,01/2/2011,,,,
KES,132.359000000,01/2/2012,,,,
KES,138.965000000,01/2/2013,,,,
KES,142.076000000,01/2/2014,,,,
KES,137.853900000,01/2/2015,,,,
KES,145.254400000,01/2/2016,,,,
KES,130.590700000,01/2/2017,,,,
KES,114.955000000,01/3/2009,,,,
KES,116.996000000,01/3/2010,,,,
KES,117.287000000,01/3/2010,,,,
KES,134.300000000,01/3/2011,,,,
KES,133.045000000,01/3/2011,,,,
KES,132.748000000,01/3/2012,,,,
KES,132.693000000,01/3/2012,,,,
KES,130.696000000,01/3/2013,,,,
KES,129.828000000,01/3/2013,,,,
KES,144.877000000,01/3/2014,,,,
KES,143.875000000,01/3/2014,,,,
KES,140.894200000,01/3/2015,,,,
KES,137.167300000,01/3/2015,,,,
KES,141.589000000,01/3/2016,,,,
KES,145.742000000,01/3/2016,,,,
KES,114.955000000,01/4/2009,,,,
KES,117.287000000,01/4/2010,,,,
KES,133.045000000,01/4/2011,,,,
KES,132.693000000,01/4/2012,,,,
KES,129.828000000,01/4/2013,,,,
KES,143.875000000,01/4/2014,,,,
KES,137.167300000,01/4/2015,,,,
KES,145.742000000,01/4/2016,,,,
KES,116.618000000,01/5/2009,,,,
KES,118.090000000,01/5/2010,,,,
KES,139.024000000,01/5/2011,,,,
KES,135.186000000,01/5/2012,,,,
KES,130.426000000,01/5/2013,,,,
KES,146.921000000,01/5/2014,,,,
KES,145.485000000,01/5/2015,,,,
KES,147.896400000,01/5/2016,,,,
KES,126.343000000,01/6/2009,,,,
KES,116.091000000,01/6/2010,,,,
KES,141.387000000,01/6/2011,,,,
KES,132.675000000,01/6/2012,,,,
KES,129.096000000,01/6/2013,,,,
KES,147.104000000,01/6/2014,,,,
KES,148.780000000,01/6/2015,,,,
KES,146.787000000,01/6/2016,,,,
KES,125.984000000,01/7/2009,,,,
KES,122.127000000,01/7/2010,,,,
KES,143.407000000,01/7/2011,,,,
KES,132.142000000,01/7/2012,,,,
KES,130.247000000,01/7/2013,,,,
KES,149.834000000,01/7/2014,,,,
KES,156.090300000,01/7/2015,,,,
KES,135.149600000,01/7/2016,,,,
KES,126.991000000,01/8/2009,,,,
KES,125.523000000,01/8/2010,,,,
KES,149.377000000,01/8/2011,,,,
KES,132.081000000,01/8/2012,,,,
KES,132.503000000,01/8/2013,,,,
KES,148.233000000,01/8/2014,,,,
KES,159.639200000,01/8/2015,,,,
KES,134.629200000,01/8/2016,,,,
KES,124.354000000,01/9/2009,,,,
KES,124.566000000,01/9/2010,,,,
KES,152.404000000,01/9/2011,,,,
KES,133.501000000,01/9/2012,,,,
KES,135.431000000,01/9/2013,,,,
KES,146.810000000,01/9/2014,,,,
KES,159.445400000,01/9/2015,,,,
KES,132.607800000,01/9/2016,,,,
LAK,"12,556.500000000",01/1/2011,,,,
LAK,"12,401.700000000",01/1/2012,,,,
LAK,"12,917.800000000",01/1/2013,,,,
LAK,"12,764.000000000",01/10/2010,,,,
LAK,"12,431.200000000",01/10/2011,,,,
LAK,"12,868.300000000",01/10/2012,,,,
LAK,"12,790.400000000",01/11/2010,,,,
LAK,"12,891.800000000",01/11/2011,,,,
LAK,"12,806.200000000",01/11/2012,,,,
LAK,"12,474.400000000",01/12/2010,,,,
LAK,"12,546.200000000",01/12/2011,,,,
LAK,"12,739.500000000",01/12/2012,,,,
LAK,"12,878.100000000",01/2/2011,,,,
LAK,"12,561.300000000",01/2/2012,,,,
LAK,"12,548.800000000",01/2/2013,,,,
LAK,"13,064.000000000",01/3/2011,,,,
LAK,"12,839.600000000",01/3/2011,,,,
LAK,"12,691.700000000",01/3/2012,,,,
LAK,"12,697.300000000",01/3/2012,,,,
LAK,"11,911.400000000",01/3/2013,,,,
LAK,"11,857.600000000",01/3/2013,,,,
LAK,"12,839.600000000",01/4/2011,,,,
LAK,"12,697.300000000",01/4/2012,,,,
LAK,"11,857.600000000",01/4/2013,,,,
LAK,"13,360.300000000",01/5/2011,,,,
LAK,"12,921.000000000",01/5/2012,,,,
LAK,"12,020.300000000",01/6/2010,,,,
LAK,"13,185.700000000",01/6/2011,,,,
LAK,"12,267.000000000",01/6/2012,,,,
LAK,"12,305.400000000",01/7/2010,,,,
LAK,"12,853.200000000",01/7/2011,,,,
LAK,"12,511.500000000",01/7/2012,,,,
LAK,"12,873.300000000",01/8/2010,,,,
LAK,"13,107.400000000",01/8/2011,,,,
LAK,"12,498.400000000",01/8/2012,,,,
LAK,"12,554.900000000",01/9/2010,,,,
LAK,"13,001.600000000",01/9/2011,,,,
LAK,"12,698.900000000",01/9/2012,,,,
LRD,108.813000000,01/1/2011,,,,
LRD,111.895000000,01/1/2012,,,,
LRD,117.036000000,01/1/2013,,,,
LRD,113.458000000,01/10/2010,,,,
LRD,110.604000000,01/10/2011,,,,
LRD,117.073000000,01/10/2012,,,,
LRD,111.916000000,01/11/2010,,,,
LRD,116.215000000,01/11/2011,,,,
LRD,115.996000000,01/11/2012,,,,
LRD,107.457000000,01/12/2010,,,,
LRD,110.096000000,01/12/2011,,,,
LRD,117.795000000,01/12/2012,,,,
LRD,114.525000000,01/2/2011,,,,
LRD,115.198000000,01/2/2012,,,,
LRD,116.546000000,01/2/2013,,,,
LRD,117.108000000,01/3/2011,,,,
LRD,113.809000000,01/3/2011,,,,
LRD,115.815000000,01/3/2012,,,,
LRD,115.837000000,01/3/2012,,,,
LRD,112.328000000,01/3/2013,,,,
LRD,111.621000000,01/3/2013,,,,
LRD,113.809000000,01/4/2011,,,,
LRD,115.837000000,01/4/2012,,,,
LRD,111.621000000,01/4/2013,,,,
LRD,120.092000000,01/5/2011,,,,
LRD,119.353000000,01/5/2012,,,,
LRD,101.707000000,01/6/2010,,,,
LRD,118.508000000,01/6/2011,,,,
LRD,113.128000000,01/6/2012,,,,
LRD,106.223000000,01/7/2010,,,,
LRD,116.395000000,01/7/2011,,,,
LRD,115.281000000,01/7/2012,,,,
LRD,112.759000000,01/8/2010,,,,
LRD,118.270000000,01/8/2011,,,,
LRD,115.160000000,01/8/2012,,,,
LRD,110.657000000,01/9/2010,,,,
LRD,117.234000000,01/9/2011,,,,
LRD,116.744000000,01/9/2012,,,,
LSL,10.358000000,01/1/2011,,,,
LSL,12.546900000,01/1/2012,,,,
LSL,13.791400000,01/1/2013,,,,
LSL,10.990100000,01/10/2010,,,,
LSL,12.523300000,01/10/2011,,,,
LSL,13.324000000,01/10/2012,,,,
LSL,11.123000000,01/11/2010,,,,
LSL,12.745800000,01/11/2011,,,,
LSL,14.014900000,01/11/2012,,,,
LSL,11.045200000,01/12/2010,,,,
LSL,12.737800000,01/12/2011,,,,
LSL,14.234600000,01/12/2012,,,,
LSL,11.500600000,01/2/2011,,,,
LSL,12.307500000,01/2/2012,,,,
LSL,14.163100000,01/2/2013,,,,
LSL,11.286400000,01/3/2011,,,,
LSL,10.835100000,01/3/2011,,,,
LSL,11.901400000,01/3/2012,,,,
LSL,12.262000000,01/3/2012,,,,
LSL,13.620100000,01/3/2013,,,,
LSL,13.931000000,01/3/2013,,,,
LSL,10.835100000,01/4/2011,,,,
LSL,12.262000000,01/4/2012,,,,
LSL,13.931000000,01/4/2013,,AUD,,
LSL,10.987100000,01/5/2011,,BDT,,
LSL,12.585100000,01/5/2012,,CAD,,
LSL,11.173200000,01/6/2010,,CHF,,
LSL,11.237800000,01/6/2011,,ETB,,
LSL,13.177200000,01/6/2012,,EUR,,
LSL,11.468800000,01/7/2010,,GBP,,
LSL,10.883400000,01/7/2011,,GHS,,
LSL,12.827600000,01/7/2012,,INR,,
LSL,11.438500000,01/8/2010,,JPY,,
LSL,11.015200000,01/8/2011,,KES,,
LSL,12.871400000,01/8/2012,,MGA,,
LSL,11.335800000,01/9/2010,,MWK,,
LSL,11.395700000,01/9/2011,,MZN,,
LSL,13.387500000,01/9/2012,,NGN,,
MGA,"3,165.110000000",01/1/2010,,NPR,,
MGA,"3,346.580000000",01/1/2011,,PKR,,
MGA,"3,488.960000000",01/1/2012,,PLN,,
MGA,"3,694.770000000",01/1/2013,,RWF,,
MGA,"3,697.580000000",01/1/2014,,SEK,,
MGA,"4,030.660000000",01/1/2015,,SLL,,
MGA,"4,745.974100000",01/1/2016,,TZS,,
MGA,"4,161.056200000",01/1/2017,,UGX,,
MGA,"3,210.700000000",01/10/2009,,USD,,
MGA,"3,185.480000000",01/10/2010,,XOF,,
MGA,"3,241.010000000",01/10/2011,,ZAR,,
MGA,"3,567.100000000",01/10/2012,,ZMW,,
MGA,"3,647.700000000",01/10/2013,,,,
MGA,"4,296.050000000",01/10/2014,,,,
MGA,"4,854.812000000",01/10/2015,,,,
MGA,"4,063.288200000",01/10/2016,,,,
MGA,"3,304.950000000",01/11/2009,,,,
MGA,"3,199.200000000",01/11/2010,,,,
MGA,"3,373.470000000",01/11/2011,,,,
MGA,"3,568.480000000",01/11/2012,,,,
MGA,"3,535.330000000",01/11/2013,,,,
MGA,"4,311.600000000",01/11/2014,,,,
MGA,"5,019.306800000",01/11/2015,,,,
MGA,"3,919.080400000",01/11/2016,,,,
MGA,"3,174.710000000",01/12/2009,,,,
MGA,"3,173.110000000",01/12/2010,,,,
MGA,"3,330.410000000",01/12/2011,,,,
MGA,"3,610.780000000",01/12/2012,,,,
MGA,"3,702.000000000",01/12/2013,,,,
MGA,"4,189.190000000",01/12/2014,,,,
MGA,"4,904.263900000",01/12/2015,,,,
MGA,"4,181.764600000",01/12/2016,,,,
MGA,"3,425.140000000",01/2/2010,,,,
MGA,"3,299.610000000",01/2/2011,,,,
MGA,"3,445.680000000",01/2/2012,,,,
MGA,"3,484.830000000",01/2/2013,,,,
MGA,"3,772.820000000",01/2/2014,,,,
MGA,"4,045.221000000",01/2/2015,,,,
MGA,"4,550.549100000",01/2/2016,,,,
MGA,"4,051.707900000",01/2/2017,,,,
MGA,"2,830.150000000",01/3/2009,,,,
MGA,"3,322.640000000",01/3/2010,,,,
MGA,"3,200.670000000",01/3/2010,,,,
MGA,"3,265.200000000",01/3/2011,,,,
MGA,"3,203.500000000",01/3/2011,,,,
MGA,"3,457.680000000",01/3/2012,,,,
MGA,"3,373.250000000",01/3/2012,,,,
MGA,"3,356.950000000",01/3/2013,,,,
MGA,"3,405.890000000",01/3/2013,,,,
MGA,"3,934.060000000",01/3/2014,,,,
MGA,"3,938.650000000",01/3/2014,,,,
MGA,"4,374.972000000",01/3/2015,,,,
MGA,"4,564.821800000",01/3/2015,,,,
MGA,"4,430.230300000",01/3/2016,,,,
MGA,"4,596.479600000",01/3/2016,,,,
MGA,"2,830.150000000",01/4/2009,,,,
MGA,"3,200.670000000",01/4/2010,,,,
MGA,"3,203.500000000",01/4/2011,,,,
MGA,"3,373.250000000",01/4/2012,,,,
MGA,"3,405.890000000",01/4/2013,,,,
MGA,"3,938.650000000",01/4/2014,,,,
MGA,"4,564.821800000",01/4/2015,,,,
MGA,"4,596.479600000",01/4/2016,,,,
MGA,"3,130.300000000",01/5/2009,,,,
MGA,"3,137.840000000",01/5/2010,,,,
MGA,"3,239.990000000",01/5/2011,,,,
MGA,"3,382.480000000",01/5/2012,,,,
MGA,"3,377.390000000",01/5/2013,,,,
MGA,"4,027.200000000",01/5/2014,,,,
MGA,"4,763.955500000",01/5/2015,,,,
MGA,"4,653.992000000",01/5/2016,,,,
MGA,"3,134.800000000",01/6/2009,,,,
MGA,"3,112.950000000",01/6/2010,,,,
MGA,"3,223.600000000",01/6/2011,,,,
MGA,"3,292.240000000",01/6/2012,,,,
MGA,"3,330.580000000",01/6/2013,,,,
MGA,"4,025.650000000",01/6/2014,,,,
MGA,"4,852.517400000",01/6/2015,,,,
MGA,"4,774.035400000",01/6/2016,,,,
MGA,"3,199.010000000",01/7/2009,,,,
MGA,"3,380.440000000",01/7/2010,,,,
MGA,"3,118.590000000",01/7/2011,,,,
MGA,"3,450.600000000",01/7/2012,,,,
MGA,"3,329.920000000",01/7/2013,,,,
MGA,"4,168.620000000",01/7/2014,,,,
MGA,"5,060.943900000",01/7/2015,,,,
MGA,"4,301.795000000",01/7/2016,,,,
MGA,"3,195.510000000",01/8/2009,,,,
MGA,"3,414.100000000",01/8/2010,,,,
MGA,"3,247.710000000",01/8/2011,,,,
MGA,"3,558.210000000",01/8/2012,,,,
MGA,"3,329.250000000",01/8/2013,,,,
MGA,"4,221.600000000",01/8/2014,,,,
MGA,"5,297.923400000",01/8/2015,,,,
MGA,"3,912.744200000",01/8/2016,,,,
MGA,"3,140.630000000",01/9/2009,,,,
MGA,"3,166.020000000",01/9/2010,,,,
MGA,"3,197.880000000",01/9/2011,,,,
MGA,"3,576.180000000",01/9/2012,,,,
MGA,"3,380.640000000",01/9/2013,,,,
MGA,"4,243.220000000",01/9/2014,,,,
MGA,"5,035.928800000",01/9/2015,,,,
MGA,"3,981.508300000",01/9/2016,,,,
MWK,239.815200000,01/1/2010,,,,
MWK,239.184700000,01/1/2011,,,,
MWK,256.775800000,01/1/2012,,,,
MWK,567.051200000,01/1/2013,,,,
MWK,729.016900000,01/1/2014,,,,
MWK,734.166100000,01/1/2015,,,,
MWK,992.188300000,01/1/2016,,,,
MWK,895.745300000,01/1/2017,,,,
MWK,229.211500000,01/10/2009,,,,
MWK,242.934400000,01/10/2010,,,,
MWK,258.894600000,01/10/2011,,,,
MWK,507.026100000,01/10/2012,,,,
MWK,614.018900000,01/10/2013,,,,
MWK,676.020400000,01/10/2014,,,,
MWK,847.123400000,01/10/2015,,,,
MWK,938.037200000,01/10/2016,,,,
MWK,238.662400000,01/11/2009,,,,
MWK,248.101269200,01/11/2010,,,,
MWK,269.023500000,01/11/2011,,,,
MWK,525.327700000,01/11/2012,,,,
MWK,647.919200000,01/11/2013,,,,
MWK,766.071800000,01/11/2014,,,,
MWK,876.035600000,01/11/2015,,,,
MWK,884.701800000,01/11/2016,,,,
MWK,240.600600000,01/12/2009,,,,
MWK,240.527000000,01/12/2010,,,,
MWK,262.989600000,01/12/2011,,,,
MWK,544.989800000,01/12/2012,,,,
MWK,0.000000000,01/12/2013,,,,
MWK,789.951700000,01/12/2014,,,,
MWK,926.813500000,01/12/2015,,,,
MWK,912.536900000,01/12/2016,,,,
MWK,244.647900000,01/2/2010,,,,
MWK,248.023973200,01/2/2011,,,,
MWK,266.096800000,01/2/2012,,,,
MWK,590.283200000,01/2/2013,,,,
MWK,717.360400000,01/2/2014,,,,
MWK,686.065600000,01/2/2015,,,,
MWK,"1,059.842700000",01/2/2016,,,,
MWK,914.540500000,01/2/2017,,,,
MWK,230.279700000,01/3/2009,,,,
MWK,240.695800000,01/3/2010,,,,
MWK,234.469100000,01/3/2010,,,,
MWK,251.418900000,01/3/2011,,,,
MWK,247.824600000,01/3/2011,,,,
MWK,266.592400000,01/3/2012,,,,
MWK,271.095600000,01/3/2012,,,,
MWK,607.011400000,01/3/2013,,,,
MWK,630.958100000,01/3/2013,,,,
MWK,708.230600000,01/3/2014,,,,
MWK,680.373200000,01/3/2014,,,,
MWK,677.327500000,01/3/2015,,,,
MWK,654.419200000,01/3/2015,,,,
MWK,"1,033.889000000",01/3/2016,,,,
MWK,982.276200000,01/3/2016,,,,
MWK,230.279700000,01/4/2009,,,,
MWK,234.469100000,01/4/2010,,,,
MWK,247.824600000,01/4/2011,,,,
MWK,271.095600000,01/4/2012,,,,
MWK,630.958100000,01/4/2013,,,,
MWK,680.373200000,01/4/2014,,,,
MWK,654.419200000,01/4/2015,,,,
MWK,982.276200000,01/4/2016,,,,
MWK,229.372900000,01/5/2009,,,,
MWK,234.545700000,01/5/2010,,,,
MWK,257.003100000,01/5/2011,,,,
MWK,273.296100000,01/5/2012,,,,
MWK,620.870200000,01/5/2013,,,,
MWK,668.297100000,01/5/2014,,,,
MWK,682.314700000,01/5/2015,,,,
MWK,"1,009.529800000",01/5/2016,,,,
MWK,256.823800000,01/6/2009,,,,
MWK,223.894400000,01/6/2010,,,,
MWK,254.204000000,01/6/2011,,,,
MWK,423.591000000,01/6/2012,,,,
MWK,500.601400000,01/6/2013,,,,
MWK,659.110900000,01/6/2014,,,,
MWK,673.258600000,01/6/2015,,,,
MWK,"1,030.236600000",01/6/2016,,,,
MWK,268.388700000,01/7/2009,,,,
MWK,230.090435300,01/7/2010,,,,
MWK,248.222500000,01/7/2011,,,,
MWK,442.526200000,01/7/2012,,,,
MWK,524.966700000,01/7/2013,,,,
MWK,673.877400000,01/7/2014,,,,
MWK,698.825300000,01/7/2015,,,,
MWK,949.771300000,01/7/2016,,,,
MWK,241.227300000,01/8/2009,,,,
MWK,239.648900000,01/8/2010,,,,
MWK,254.147200000,01/8/2011,,,,
MWK,446.650700000,01/8/2012,,,,
MWK,509.549700000,01/8/2013,,,,
MWK,674.409800000,01/8/2014,,,,
MWK,813.017400000,01/8/2015,,,,
MWK,955.256000000,01/8/2016,,,,
MWK,234.398400000,01/9/2009,,,,
MWK,237.659800000,01/9/2010,,,,
MWK,269.848400000,01/9/2011,,,,
MWK,469.442800000,01/9/2012,,,,
MWK,533.127900000,01/9/2013,,,,
MWK,668.178500000,01/9/2014,,,,
MWK,876.899300000,01/9/2015,,,,
MWK,951.352900000,01/9/2016,,,,
MZN,48.768600000,01/1/2010,,,,
MZN,50.727100000,01/1/2011,,,,
MZN,41.595600000,01/1/2012,,,,
MZN,48.277400000,01/1/2013,,,,
MZN,49.704200000,01/1/2014,,,,
MZN,53.014700000,01/1/2015,,,,
MZN,70.747400000,01/1/2016,,,,
MZN,88.435500000,01/1/2017,,,,
MZN,46.357300000,01/10/2009,,,,
MZN,57.122800000,01/10/2010,,,,
MZN,41.515400000,01/10/2011,,,,
MZN,46.425600000,01/10/2012,,,,
MZN,48.258200000,01/10/2013,,,,
MZN,49.647800000,01/10/2014,,,,
MZN,64.377400000,01/10/2015,,,,
MZN,101.426300000,01/10/2016,,,,
MZN,48.428700000,01/11/2009,,,,
MZN,57.956600000,01/11/2010,,,,
MZN,43.201500000,01/11/2011,,,,
MZN,47.767700000,01/11/2012,,,,
MZN,47.780400000,01/11/2013,,,,
MZN,49.675400000,01/11/2014,,,,
MZN,65.945900000,01/11/2015,,,,
MZN,94.106700000,01/11/2016,,,,
MZN,49.889600000,01/12/2009,,,,
MZN,55.052400000,01/12/2010,,,,
MZN,41.758000000,01/12/2011,,,,
MZN,47.999500000,01/12/2012,,,,
MZN,48.969600000,01/12/2013,,,,
MZN,49.839600000,01/12/2014,,,,
MZN,82.038800000,01/12/2015,,,,
MZN,92.556000000,01/12/2016,,,,
MZN,49.354100000,01/2/2010,,,,
MZN,51.976900000,01/2/2011,,,,
MZN,42.765300000,01/2/2012,,,,
MZN,48.752700000,01/2/2013,,,,
MZN,50.618300000,01/2/2014,,,,
MZN,50.471100000,01/2/2015,,,,
MZN,64.158800000,01/2/2016,,,,
MZN,88.658200000,01/2/2017,,,,
MZN,40.993800000,01/3/2009,,,,
MZN,49.051800000,01/3/2010,,,,
MZN,52.409000000,01/3/2010,,,,
MZN,50.673700000,01/3/2011,,,,
MZN,49.619400000,01/3/2011,,,,
MZN,43.450800000,01/3/2012,,,,
MZN,44.896800000,01/3/2012,,,,
MZN,46.601200000,01/3/2013,,,,
MZN,45.705400000,01/3/2013,,,,
MZN,54.381400000,01/3/2014,,,,
MZN,52.348600000,01/3/2014,,,,
MZN,51.404000000,01/3/2015,,,,
MZN,54.629400000,01/3/2015,,,,
MZN,67.881900000,01/3/2016,,,,
MZN,73.862700000,01/3/2016,,,,
MZN,40.993800000,01/4/2009,,,,
MZN,52.409000000,01/4/2010,,,,
