Currency,Rate,Date,,,,
MZN,49.619400000,01/4/2011,,,,
MZN,44.896800000,01/4/2012,,,,
MZN,45.705400000,01/4/2013,,,,
MZN,52.348600000,01/4/2014,,,,
MZN,54.629400000,01/4/2015,,,,
MZN,73.862700000,01/4/2016,,,,
MZN,40.556900000,01/5/2009,,,,
MZN,51.850800000,01/5/2010,,,,
MZN,52.123500000,01/5/2011,,,,
MZN,44.656000000,01/5/2012,,,,
MZN,47.781500000,01/5/2013,,,,
MZN,52.429500000,01/5/2014,,,,
MZN,54.324400000,01/5/2015,,,,
MZN,77.742300000,01/5/2016,,,,
MZN,43.055100000,01/6/2009,,,,
MZN,49.218700000,01/6/2010,,,,
MZN,49.296300000,01/6/2011,,,,
MZN,42.973200000,01/6/2012,,,,
MZN,45.104100000,01/6/2013,,,,
MZN,53.088200000,01/6/2014,,,,
MZN,56.765300000,01/6/2015,,,,
MZN,84.884700000,01/6/2016,,,,
MZN,44.053300000,01/7/2009,,,,
MZN,51.241500000,01/7/2010,,,,
MZN,45.835700000,01/7/2011,,,,
MZN,43.838200000,01/7/2012,,,,
MZN,45.046100000,01/7/2013,,,,
MZN,53.945900000,01/7/2014,,,,
MZN,60.706100000,01/7/2015,,,,
MZN,84.672400000,01/7/2016,,,,
MZN,44.538300000,01/8/2009,,,,
MZN,57.554300000,01/8/2010,,,,
MZN,46.191900000,01/8/2011,,,,
MZN,43.870500000,01/8/2012,,,,
MZN,45.330000000,01/8/2013,,,,
MZN,51.493200000,01/8/2014,,,,
MZN,59.704800000,01/8/2015,,,,
MZN,90.615800000,01/8/2016,,,,
MZN,45.678000000,01/9/2009,,,,
MZN,56.481200000,01/9/2010,,,,
MZN,43.393000000,01/9/2011,,,,
MZN,46.062300000,01/9/2012,,,,
MZN,46.175100000,01/9/2013,,,,
MZN,50.902100000,01/9/2014,,,,
MZN,63.340600000,01/9/2015,,,,
MZN,95.621700000,01/9/2016,,,,
NGN,241.420000000,01/1/2010,,,,
NGN,237.979000000,01/1/2011,,,,
NGN,252.230000000,01/1/2012,,,,
NGN,253.822000000,01/1/2013,,,,
NGN,264.917000000,01/1/2014,,,,
NGN,285.343000000,01/1/2015,,,,
NGN,293.380700000,01/1/2016,,,,
NGN,389.205400000,01/1/2017,,,,
NGN,239.663000000,01/10/2009,,,,
NGN,243.524000000,01/10/2010,,,,
NGN,248.703000000,01/10/2011,,,,
NGN,253.927000000,01/10/2012,,,,
NGN,261.614000000,01/10/2013,,,,
NGN,265.301000000,01/10/2014,,,,
NGN,301.816200000,01/10/2015,,,,
NGN,409.186600000,01/10/2016,,,,
NGN,248.736000000,01/11/2009,,,,
NGN,241.099000000,01/11/2010,,,,
NGN,257.045000000,01/11/2011,,,,
NGN,253.032000000,01/11/2012,,,,
NGN,255.128000000,01/11/2013,,,,
NGN,265.015000000,01/11/2014,,,,
NGN,307.413100000,01/11/2015,,,,
NGN,384.887800000,01/11/2016,,,,
NGN,243.293000000,01/12/2009,,,,
NGN,234.926000000,01/12/2010,,,,
NGN,253.811000000,01/12/2011,,,,
NGN,252.177000000,01/12/2012,,,,
NGN,259.303000000,01/12/2013,,,,
NGN,279.618000000,01/12/2014,,,,
NGN,299.479200000,01/12/2015,,,,
NGN,393.088300000,01/12/2016,,,,
NGN,241.850000000,01/2/2010,,,,
NGN,243.706000000,01/2/2011,,,,
NGN,254.263000000,01/2/2012,,,,
NGN,249.153000000,01/2/2013,,,,
NGN,266.650000000,01/2/2014,,,,
NGN,282.487500000,01/2/2015,,,,
NGN,282.352400000,01/2/2016,,,,
NGN,384.349300000,01/2/2017,,,,
NGN,212.279000000,01/3/2009,,,,
NGN,228.893000000,01/3/2010,,,,
NGN,227.459000000,01/3/2010,,,,
NGN,249.342000000,01/3/2011,,,,
NGN,248.618000000,01/3/2011,,,,
NGN,251.966000000,01/3/2012,,,,
NGN,251.965000000,01/3/2012,,,,
NGN,240.671000000,01/3/2013,,,,
NGN,240.750000000,01/3/2013,,,,
NGN,276.431000000,01/3/2014,,,,
NGN,274.963000000,01/3/2014,,,,
NGN,312.498000000,01/3/2015,,,,
NGN,295.488600000,01/3/2015,,,,
NGN,277.673300000,01/3/2016,,,,
NGN,286.051000000,01/3/2016,,,,
NGN,212.279000000,01/4/2009,,,,
NGN,227.459000000,01/4/2010,,,,
NGN,248.618000000,01/4/2011,,,,
NGN,251.965000000,01/4/2012,,,,
NGN,240.750000000,01/4/2013,,,,
NGN,274.963000000,01/4/2014,,,,
NGN,295.488600000,01/4/2015,,,,
NGN,286.051000000,01/4/2016,,,,
NGN,219.306000000,01/5/2009,,,,
NGN,231.052000000,01/5/2010,,,,
NGN,257.948000000,01/5/2011,,,,
NGN,255.513000000,01/5/2012,,,,
NGN,245.911000000,01/5/2013,,,,
NGN,271.181000000,01/5/2014,,,,
NGN,305.815100000,01/5/2015,,,,
NGN,291.588500000,01/5/2016,,,,
NGN,238.657000000,01/6/2009,,,,
NGN,219.904000000,01/6/2010,,,,
NGN,257.344000000,01/6/2011,,,,
NGN,246.187000000,01/6/2012,,,,
NGN,239.847000000,01/6/2013,,,,
NGN,272.905000000,01/6/2014,,,,
NGN,303.740100000,01/6/2015,,,,
NGN,289.716900000,01/6/2016,,,,
NGN,243.899000000,01/7/2009,,,,
NGN,224.116000000,01/7/2010,,,,
NGN,244.831000000,01/7/2011,,,,
NGN,255.265000000,01/7/2012,,,,
NGN,246.509000000,01/7/2013,,,,
NGN,278.449000000,01/7/2014,,,,
NGN,312.809600000,01/7/2015,,,,
NGN,377.977700000,01/7/2016,,,,
NGN,259.785000000,01/8/2009,,,,
NGN,235.197000000,01/8/2010,,,,
NGN,251.150000000,01/8/2011,,,,
NGN,251.706000000,01/8/2012,,,,
NGN,243.326000000,01/8/2013,,,,
NGN,273.336000000,01/8/2014,,,,
NGN,310.851700000,01/8/2015,,,,
NGN,422.541800000,01/8/2016,,,,
NGN,251.111000000,01/9/2009,,,,
NGN,232.840000000,01/9/2010,,,,
NGN,252.029000000,01/9/2011,,,,
NGN,250.959000000,01/9/2012,,,,
NGN,252.686000000,01/9/2013,,,,
NGN,269.473000000,01/9/2014,,,,
NGN,305.610200000,01/9/2015,,,,
NGN,412.884900000,01/9/2016,,,,
NPR,120.235000000,01/1/2010,,,,
NPR,112.013000000,01/1/2011,,,,
NPR,132.049000000,01/1/2012,,,,
NPR,142.498000000,01/1/2013,,,,
NPR,163.916000000,01/1/2014,,,,
NPR,157.478000000,01/1/2015,,,,
NPR,156.012800000,01/1/2016,,,,
NPR,134.181800000,01/1/2017,,,,
NPR,123.099000000,01/10/2009,,,,
NPR,113.294000000,01/10/2010,,,,
NPR,122.069000000,01/10/2011,,,,
NPR,136.276000000,01/10/2012,,,,
NPR,162.212000000,01/10/2013,,,,
NPR,160.196000000,01/10/2014,,,,
NPR,159.086300000,01/10/2015,,,,
NPR,138.380400000,01/10/2016,,,,
NPR,123.864000000,01/11/2009,,,,
NPR,113.643000000,01/11/2010,,,,
NPR,125.758000000,01/11/2011,,,,
NPR,138.666000000,01/11/2012,,,,
NPR,157.974000000,01/11/2013,,,,
NPR,157.169000000,01/11/2014,,,,
NPR,161.470300000,01/11/2015,,,,
NPR,130.463100000,01/11/2016,,,,
NPR,122.137000000,01/12/2009,,,,
NPR,114.334000000,01/12/2010,,,,
NPR,131.373000000,01/12/2011,,,,
NPR,139.482000000,01/12/2012,,,,
NPR,163.779000000,01/12/2013,,,,
NPR,155.490000000,01/12/2014,,,,
NPR,160.537100000,01/12/2015,,,,
NPR,136.832900000,01/12/2016,,,,
NPR,118.373000000,01/2/2010,,,,
NPR,117.658000000,01/2/2011,,,,
NPR,124.843000000,01/2/2012,,,,
NPR,134.928000000,01/2/2013,,,,
NPR,164.753000000,01/2/2014,,,,
NPR,149.123300000,01/2/2015,,,,
NPR,154.054800000,01/2/2016,,,,
NPR,136.569200000,01/2/2017,,,,
NPR,116.354000000,01/3/2009,,,,
NPR,112.304000000,01/3/2010,,,,
NPR,108.962000000,01/3/2010,,,,
NPR,117.798000000,01/3/2011,,,,
NPR,114.374000000,01/3/2011,,,,
NPR,125.266000000,01/3/2012,,,,
NPR,130.236000000,01/3/2012,,,,
NPR,132.135000000,01/3/2013,,,,
NPR,132.044000000,01/3/2013,,,,
NPR,166.191000000,01/3/2014,,,,
NPR,159.306000000,01/3/2014,,,,
NPR,152.668800000,01/3/2015,,,,
NPR,148.642400000,01/3/2015,,,,
NPR,152.570500000,01/3/2016,,,,
NPR,152.290300000,01/3/2016,,,,
NPR,116.354000000,01/4/2009,,,,
NPR,108.962000000,01/4/2010,,,,
NPR,114.374000000,01/4/2011,,,,
NPR,130.236000000,01/4/2012,,,,
NPR,132.044000000,01/4/2013,,,,
NPR,159.306000000,01/4/2014,,,,
NPR,148.642400000,01/4/2015,,,,
NPR,152.290300000,01/4/2016,,,,
NPR,118.627000000,01/5/2009,,,,
NPR,108.639000000,01/5/2010,,,,
NPR,117.997000000,01/5/2011,,,,
NPR,136.923000000,01/5/2012,,,,
NPR,162.952000000,01/5/2014,,,,
NPR,156.171600000,01/5/2015,,,,
NPR,155.467000000,01/5/2016,,,,
NPR,121.560000000,01/6/2009,,,,
NPR,107.786000000,01/6/2010,,,,
NPR,118.627000000,01/6/2011,,,,
NPR,138.296000000,01/6/2012,,,,
NPR,137.019000000,01/6/2013,,,,
NPR,158.583000000,01/6/2014,,,,
NPR,155.930600000,01/6/2015,,,,
NPR,156.693100000,01/6/2016,,,,
NPR,126.228000000,01/7/2009,,,,
NPR,111.178000000,01/7/2010,,,,
NPR,114.828000000,01/7/2011,,,,
NPR,140.119000000,01/7/2012,,,,
NPR,144.208000000,01/7/2013,,,,
NPR,164.542000000,01/7/2014,,,,
NPR,160.239100000,01/7/2015,,,,
NPR,144.362800000,01/7/2016,,,,
NPR,127.190000000,01/8/2009,,,,
NPR,116.280000000,01/8/2010,,,,
NPR,116.061000000,01/8/2011,,,,
NPR,139.420000000,01/8/2012,,,,
NPR,147.493000000,01/8/2013,,,,
NPR,163.488000000,01/8/2014,,,,
NPR,160.090400000,01/8/2015,,,,
NPR,142.298000000,01/8/2016,,,,
NPR,127.320000000,01/9/2009,,,,
NPR,115.673000000,01/9/2010,,,,
NPR,119.969000000,01/9/2011,,,,
NPR,141.363000000,01/9/2012,,,,
NPR,163.526000000,01/9/2013,,,,
NPR,161.239000000,01/9/2014,,,,
NPR,162.414800000,01/9/2015,,,,
NPR,140.337600000,01/9/2016,,,,
PGK,4.125600000,01/1/2011,,,,
PGK,3.319800000,01/1/2012,,,,
PGK,3.362400000,01/1/2013,,,,
PGK,4.216400000,01/10/2010,,,,
PGK,3.473900000,01/10/2011,,,,
PGK,3.324700000,01/10/2012,,,,
PGK,4.238200000,01/11/2010,,,,
PGK,3.499100000,01/11/2011,,,,
PGK,3.320000000,01/11/2012,,,,
PGK,4.106600000,01/12/2010,,,,
PGK,3.370800000,01/12/2011,,,,
PGK,3.319700000,01/12/2012,,,,
PGK,4.218100000,01/2/2011,,,,
PGK,3.291300000,01/2/2012,,,,
PGK,3.321000000,01/2/2013,,,,
PGK,4.214800000,01/3/2011,,,,
PGK,4.081400000,01/3/2011,,,,
PGK,3.285800000,01/3/2012,,,,
PGK,3.291600000,01/3/2012,,,,
PGK,3.201100000,01/3/2013,,,,
PGK,3.265800000,01/3/2013,,,,
PGK,4.081400000,01/4/2011,,,,
PGK,3.291600000,01/4/2012,,,,
PGK,3.265800000,01/4/2013,,,,
PGK,4.076400000,01/5/2011,,,,
PGK,3.318700000,01/5/2012,,,,
PGK,4.127100000,01/6/2010,,,,
PGK,3.871400000,01/6/2011,,,,
PGK,3.148200000,01/6/2012,,,,
PGK,4.133000000,01/7/2010,,,,
PGK,3.663400000,01/7/2011,,,,
PGK,3.202200000,01/7/2012,,,,
PGK,4.235800000,01/8/2010,,,,
PGK,3.693000000,01/8/2011,,,,
PGK,3.224500000,01/8/2012,,,,
PGK,4.132000000,01/9/2010,,,,
PGK,3.645700000,01/9/2011,,,,
PGK,3.265300000,01/9/2012,,,,
PKR,136.172000000,01/1/2010,,,,
PKR,134.090000000,01/1/2011,,,,
PKR,139.729000000,01/1/2012,,,,
PKR,158.007000000,01/1/2013,,,,
PKR,174.229000000,01/1/2014,,,,
PKR,156.744000000,01/1/2015,,,,
PKR,154.369400000,01/1/2016,,,,
PKR,128.971100000,01/1/2017,,,,
PKR,133.002000000,01/10/2009,,,,
PKR,135.968000000,01/10/2010,,,,
PKR,136.191000000,01/10/2011,,,,
PKR,153.172000000,01/10/2012,,,,
PKR,171.414000000,01/10/2013,,,,
PKR,166.306000000,01/10/2014,,,,
PKR,158.254700000,01/10/2015,,,,
PKR,135.687600000,01/10/2016,,,,
PKR,137.472000000,01/11/2009,,,,
PKR,137.265000000,01/11/2010,,,,
PKR,139.612000000,01/11/2011,,,,
PKR,154.451000000,01/11/2012,,,,
PKR,171.505000000,01/11/2013,,,,
PKR,164.433000000,01/11/2014,,,,
PKR,162.949800000,01/11/2015,,,,
PKR,127.950000000,01/11/2016,,,,
PKR,137.056000000,01/12/2009,,,,
PKR,133.519000000,01/12/2010,,,,
PKR,139.515000000,01/12/2011,,,,
PKR,154.680000000,01/12/2012,,,,
PKR,177.688000000,01/12/2013,,,,
PKR,159.400000000,01/12/2014,,,,
PKR,158.786400000,01/12/2015,,,,
PKR,130.969000000,01/12/2016,,,,
PKR,135.996000000,01/2/2010,,,,
PKR,137.302000000,01/2/2011,,,,
PKR,142.695000000,01/2/2012,,,,
PKR,154.914000000,01/2/2013,,,,
PKR,173.277000000,01/2/2014,,,,
PKR,152.166600000,01/2/2015,,,,
PKR,148.793600000,01/2/2016,,,,
PKR,131.855100000,01/2/2017,,,,
PKR,115.399000000,01/3/2009,,,,
PKR,129.404000000,01/3/2010,,,,
PKR,127.473000000,01/3/2010,,,,
PKR,139.375000000,01/3/2011,,,,
PKR,136.892000000,01/3/2011,,,,
PKR,145.304000000,01/3/2012,,,,
PKR,144.844000000,01/3/2012,,,,
PKR,149.010000000,01/3/2013,,,,
PKR,149.416000000,01/3/2013,,,,
PKR,175.788000000,01/3/2014,,,,
PKR,163.881000000,01/3/2014,,,,
PKR,156.943400000,01/3/2015,,,,
PKR,151.336800000,01/3/2015,,,,
PKR,145.860300000,01/3/2016,,,,
PKR,150.528200000,01/3/2016,,,,
PKR,115.399000000,01/4/2009,,,,
PKR,127.473000000,01/4/2010,,,,
PKR,136.892000000,01/4/2011,,,,
PKR,144.844000000,01/4/2012,,,,
PKR,149.416000000,01/4/2013,,,,
PKR,163.881000000,01/4/2014,,,,
PKR,151.336800000,01/4/2015,,,,
PKR,150.528200000,01/4/2016,,,,
PKR,119.255000000,01/5/2009,,,,
PKR,128.575000000,01/5/2010,,,,
PKR,141.401000000,01/5/2011,,,,
PKR,147.835000000,01/5/2012,,,,
PKR,153.173000000,01/5/2013,,,,
PKR,166.576000000,01/5/2014,,,,
PKR,156.265400000,01/5/2015,,,,
PKR,153.514300000,01/5/2016,,,,
PKR,130.697000000,01/6/2009,,,,
PKR,123.879000000,01/6/2010,,,,
PKR,141.634000000,01/6/2011,,,,
PKR,144.141000000,01/6/2012,,,,
PKR,149.298000000,01/6/2013,,,,
PKR,165.504000000,01/6/2014,,,,
PKR,155.578100000,01/6/2015,,,,
PKR,152.572600000,01/6/2016,,,,
PKR,134.120000000,01/7/2009,,,,
PKR,127.954000000,01/7/2010,,,,
PKR,138.021000000,01/7/2011,,,,
PKR,148.250000000,01/7/2012,,,,
PKR,150.912000000,01/7/2013,,,,
PKR,168.719000000,01/7/2014,,,,
PKR,160.061300000,01/7/2015,,,,
PKR,139.975400000,01/7/2016,,,,
PKR,137.950000000,01/8/2009,,,,
PKR,134.215000000,01/8/2010,,,,
PKR,142.096000000,01/8/2011,,,,
PKR,148.298000000,01/8/2012,,,,
PKR,154.190000000,01/8/2013,,,,
PKR,166.779000000,01/8/2014,,,,
PKR,158.819900000,01/8/2015,,,,
PKR,139.176600000,01/8/2016,,,,
PKR,135.241000000,01/9/2009,,,,
PKR,131.328000000,01/9/2010,,,,
PKR,142.057000000,01/9/2011,,,,
PKR,150.234000000,01/9/2012,,,,
PKR,161.620000000,01/9/2013,,,,
PKR,169.147000000,01/9/2014,,,,
PKR,159.529900000,01/9/2015,,,,
PKR,137.159000000,01/9/2016,,,,
PLN,5.336700000,01/1/2012,,,,
PLN,5.030700000,01/1/2013,,,,
PLN,4.997700000,01/1/2014,,,,
PLN,5.538500000,01/1/2015,,,,
PLN,5.820400000,01/1/2016,,,,
PLN,5.158000000,01/1/2017,,,,
PLN,5.173200000,01/10/2012,,,,
PLN,5.055000000,01/10/2013,,,,
PLN,5.359400000,01/10/2014,,,,
PLN,5.760000000,01/10/2015,,,,
PLN,4.971700000,01/10/2016,,,,
PLN,5.147000000,01/11/2012,,,,
PLN,4.943300000,01/11/2013,,,,
PLN,5.379700000,01/11/2014,,,,
PLN,5.949300000,01/11/2015,,,,
PLN,4.805300000,01/11/2016,,,,
PLN,5.067000000,01/12/2012,,,,
PLN,5.055100000,01/12/2013,,,,
PLN,5.252500000,01/12/2014,,,,
PLN,6.087100000,01/12/2015,,,,
PLN,5.237600000,01/12/2016,,,,
PLN,5.093600000,01/2/2012,,,,
PLN,4.909400000,01/2/2013,,,,
PLN,5.180600000,01/2/2014,,,,
PLN,5.579100000,01/2/2015,,,,
PLN,5.791100000,01/2/2016,,,,
PLN,5.033700000,01/2/2017,,,,
PLN,4.911500000,01/3/2012,,,,
PLN,4.983100000,01/3/2012,,,,
PLN,4.818800000,01/3/2013,,,,
PLN,4.938700000,01/3/2013,,,,
PLN,5.061900000,01/3/2014,,,,
PLN,5.037200000,01/3/2014,,,,
PLN,5.719900000,01/3/2015,,,,
PLN,5.628500000,01/3/2015,,,,
PLN,5.572700000,01/3/2016,,,,
PLN,5.349500000,01/3/2016,,,,
PLN,4.983100000,01/4/2012,,,,
PLN,4.938700000,01/4/2013,,,,
PLN,5.037200000,01/4/2014,,,,
PLN,5.628500000,01/4/2015,,,,
PLN,5.349500000,01/4/2016,,,,
PLN,5.121000000,01/5/2012,,,,
PLN,4.917500000,01/5/2013,,,,
PLN,5.112100000,01/5/2014,,,,
PLN,5.546300000,01/5/2015,,,,
PLN,5.595600000,01/5/2016,,,,
PLN,5.482400000,01/6/2012,,,,
PLN,5.005400000,01/6/2013,,,,
PLN,5.082900000,01/6/2014,,,,
PLN,5.730500000,01/6/2015,,,,
PLN,5.740700000,01/6/2016,,,,
PLN,5.234400000,01/7/2012,,,,
PLN,5.052700000,01/7/2013,,,,
PLN,5.192300000,01/7/2014,,,,
PLN,5.914800000,01/7/2015,,,,
PLN,5.295500000,01/7/2016,,,,
PLN,5.221800000,01/8/2012,,,,
PLN,4.856100000,01/8/2013,,,,
PLN,5.272200000,01/8/2014,,,,
PLN,5.860100000,01/8/2015,,,,
PLN,5.171400000,01/8/2016,,,,
PLN,5.270700000,01/9/2012,,,,
PLN,5.008500000,01/9/2013,,,,
PLN,5.310000000,01/9/2014,,,,
PLN,5.785600000,01/9/2015,,,,
PLN,5.122700000,01/9/2016,,,,
RWF,922.460000000,01/1/2010,,,,
RWF,929.997000000,01/1/2011,,,,
RWF,938.896000000,01/1/2012,,,,
RWF,"1,026.440000000",01/1/2013,,,,
RWF,"1,119.630000000",01/1/2014,,,,
RWF,"1,074.320000000",01/1/2015,,,,
RWF,"1,098.795900000",01/1/2016,,,,
RWF,"1,015.705100000",01/1/2017,,,,
RWF,909.503000000,01/10/2009,,,,
RWF,929.494000000,01/10/2010,,,,
RWF,934.657000000,01/10/2011,,,,
RWF,"1,005.590000000",01/10/2012,,,,
RWF,"1,085.000000000",01/10/2013,,,,
RWF,"1,115.350000000",01/10/2014,,,,
RWF,"1,110.956300000",01/10/2015,,,,
RWF,"1,046.621300000",01/10/2016,,,,
RWF,938.415000000,01/11/2009,,,,
RWF,944.162000000,01/11/2010,,,,
RWF,971.491000000,01/11/2011,,,,
RWF,"1,010.410000000",01/11/2012,,,,
RWF,"1,082.850000000",01/11/2013,,,,
RWF,"1,104.700000000",01/11/2014,,,,
RWF,"1,151.351400000",01/11/2015,,,,
RWF,987.974200000,01/11/2016,,,,
RWF,936.265000000,01/12/2009,,,,
RWF,923.014000000,01/12/2010,,,,
RWF,947.844000000,01/12/2011,,,,
RWF,"1,009.240000000",01/12/2012,,,,
RWF,"1,103.230000000",01/12/2013,,,,
RWF,"1,081.360000000",01/12/2014,,,,
RWF,"1,122.952900000",01/12/2015,,,,
RWF,"1,014.905500000",01/12/2016,,,,
RWF,918.144000000,01/2/2010,,,,
RWF,960.053000000,01/2/2011,,,,
RWF,954.238000000,01/2/2012,,,,
RWF,"1,002.390000000",01/2/2013,,,,
RWF,"1,118.370000000",01/2/2014,,,,
RWF,"1,030.510000000",01/2/2015,,,,
RWF,"1,064.584400000",01/2/2016,,,,
RWF,"1,034.786500000",01/2/2017,,,,
RWF,815.809000000,01/3/2009,,,,
RWF,871.407000000,01/3/2010,,,,
RWF,869.973000000,01/3/2010,,,,
RWF,976.389000000,01/3/2011,,,,
RWF,962.616000000,01/3/2011,,,,
RWF,967.662000000,01/3/2012,,,,
RWF,970.150000000,01/3/2012,,,,
RWF,962.625000000,01/3/2013,,,,
RWF,965.358000000,01/3/2013,,,,
RWF,"1,139.580000000",01/3/2014,,,,
RWF,"1,134.500000000",01/3/2014,,,,
RWF,"1,057.092000000",01/3/2015,,,,
RWF,"1,022.816700000",01/3/2015,,,,
RWF,"1,067.213000000",01/3/2016,,,,
RWF,"1,090.233600000",01/3/2016,,,,
RWF,815.809000000,01/4/2009,,,,
RWF,869.973000000,01/4/2010,,,,
RWF,962.616000000,01/4/2011,,,,
RWF,970.150000000,01/4/2012,,,,
RWF,965.358000000,01/4/2013,,,,
RWF,"1,134.500000000",01/4/2014,,,,
RWF,"1,022.816700000",01/4/2015,,,,
RWF,"1,090.233600000",01/4/2016,,,,
RWF,843.036000000,01/5/2009,,,,
RWF,882.237000000,01/5/2010,,,,
RWF,"1,003.680000000",01/5/2011,,,,
RWF,987.505000000,01/5/2012,,,,
RWF,980.533000000,01/5/2013,,,,
RWF,"1,148.220000000",01/5/2014,,,,
RWF,"1,061.132400000",01/5/2015,,,,
RWF,"1,138.623700000",01/5/2016,,,,
RWF,914.329000000,01/6/2009,,,,
RWF,843.823000000,01/6/2010,,,,
RWF,984.787000000,01/6/2011,,,,
RWF,937.814000000,01/6/2012,,,,
RWF,971.833000000,01/6/2013,,,,
RWF,"1,139.760000000",01/6/2014,,,,
RWF,"1,046.800900000",01/6/2015,,,,
RWF,"1,137.486400000",01/6/2016,,,,
RWF,936.189000000,01/7/2009,,,,
RWF,880.575000000,01/7/2010,,,,
RWF,967.152000000,01/7/2011,,,,
RWF,960.560000000,01/7/2012,,,,
RWF,986.614000000,01/7/2013,,,,
RWF,"1,163.550000000",01/7/2014,,,,
RWF,"1,137.060700000",01/7/2015,,,,
RWF,"1,041.360300000",01/7/2016,,,,
RWF,943.442000000,01/8/2009,,,,
RWF,922.175000000,01/8/2010,,,,
RWF,983.669000000,01/8/2011,,,,
RWF,960.437000000,01/8/2012,,,,
RWF,986.192000000,01/8/2013,,,,
RWF,"1,164.080000000",01/8/2014,,,,
RWF,"1,134.015800000",01/8/2015,,,,
RWF,"1,047.266300000",01/8/2016,,,,
RWF,925.898000000,01/9/2009,,,,
RWF,902.453000000,01/9/2010,,,,
RWF,976.811000000,01/9/2011,,,,
RWF,975.829000000,01/9/2012,,,,
RWF,"1,005.490000000",01/9/2013,,,,
RWF,"1,146.750000000",01/9/2014,,,,
RWF,"1,119.726200000",01/9/2015,,,,
RWF,"1,050.345100000",01/9/2016,,,,
SEK,11.530200000,01/1/2010,,,,
SEK,10.525600000,01/1/2011,,,,
SEK,10.653900000,01/1/2012,,,,
SEK,10.574600000,01/1/2013,,,,
SEK,10.637400000,01/1/2014,,,,
SEK,12.206200000,01/1/2015,,,,
SEK,12.425900000,01/1/2016,,,,
SEK,11.225400000,01/1/2017,,,,
SEK,10.606000000,01/10/2010,,,,
SEK,10.699300000,01/10/2011,,,,
SEK,10.587600000,01/10/2012,,,,
SEK,10.401600000,01/10/2013,,,,
SEK,11.686000000,01/10/2014,,,,
SEK,12.704400000,01/10/2015,,,,
SEK,11.129100000,01/10/2016,,,,
SEK,11.625700000,01/11/2009,,,,
SEK,10.719500000,01/11/2010,,,,
SEK,10.436900000,01/11/2011,,,,
SEK,10.690000000,01/11/2012,,,,
SEK,10.396500000,01/11/2013,,,,
SEK,11.839300000,01/11/2014,,,,
SEK,13.113400000,01/11/2015,,,,
SEK,11.014300000,01/11/2016,,,,
SEK,11.530200000,01/12/2009,,,,
SEK,10.952300000,01/12/2010,,,,
SEK,10.606800000,01/12/2011,,,,
SEK,10.671600000,01/12/2012,,,,
SEK,10.706200000,01/12/2013,,,,
SEK,11.654500000,01/12/2014,,,,
SEK,13.127900000,01/12/2015,,,,
SEK,11.534500000,01/12/2016,,,,
SEK,11.763900000,01/2/2010,,,,
SEK,10.299600000,01/2/2011,,,,
SEK,10.745600000,01/2/2012,,,,
SEK,10.088400000,01/2/2013,,,,
SEK,10.758300000,01/2/2014,,,,
SEK,12.464300000,01/2/2015,,,,
SEK,12.163600000,01/2/2016,,,,
SEK,10.997800000,01/2/2017,,,,
SEK,10.827600000,01/3/2010,,,,
SEK,10.917100000,01/3/2010,,,,
SEK,10.295400000,01/3/2011,,,,
SEK,10.112100000,01/3/2011,,,,
SEK,10.504300000,01/3/2012,,,,
SEK,10.601600000,01/3/2012,,,,
SEK,9.783900000,01/3/2013,,,,
SEK,9.873000000,01/3/2013,,,,
SEK,10.734900000,01/3/2014,,,,
SEK,10.809100000,01/3/2014,,,,
SEK,12.873800000,01/3/2015,,,,
SEK,12.802400000,01/3/2015,,,,
SEK,11.969400000,01/3/2016,,,,
SEK,11.651700000,01/3/2016,,,,
SEK,10.917100000,01/4/2010,,,,
SEK,10.112100000,01/4/2011,,,,
SEK,10.601600000,01/4/2012,,,,
SEK,9.873000000,01/4/2013,,,,
SEK,10.809100000,01/4/2014,,,,
SEK,12.802400000,01/4/2015,,,,
SEK,11.651700000,01/4/2016,,,,
SEK,11.095100000,01/5/2010,,,,
SEK,10.053400000,01/5/2011,,,,
SEK,10.917700000,01/5/2012,,,,
SEK,10.074800000,01/5/2013,,,,
SEK,11.004100000,01/5/2014,,,,
SEK,12.832500000,01/5/2015,,,,
SEK,11.752100000,01/5/2016,,,,
SEK,11.375100000,01/6/2010,,,,
SEK,10.176000000,01/6/2011,,,,
SEK,11.190900000,01/6/2012,,,,
SEK,10.077500000,01/6/2013,,,,
SEK,11.204300000,01/6/2014,,,,
SEK,13.037600000,01/6/2015,,,,
SEK,12.158100000,01/6/2016,,,,
SEK,11.642700000,01/7/2010,,,,
SEK,10.130500000,01/7/2011,,,,
SEK,10.826100000,01/7/2012,,,,
SEK,10.236900000,01/7/2013,,,,
SEK,11.431000000,01/7/2014,,,,
SEK,13.049500000,01/7/2015,,,,
SEK,11.326200000,01/7/2016,,,,
SEK,11.322500000,01/8/2010,,,,
SEK,10.354000000,01/8/2011,,,,
SEK,10.637300000,01/8/2012,,,,
SEK,9.908800000,01/8/2013,,,,
SEK,11.659300000,01/8/2014,,,,
SEK,13.381900000,01/8/2015,,,,
SEK,11.329800000,01/8/2016,,,,
SEK,11.327400000,01/9/2010,,,,
SEK,10.297200000,01/9/2011,,,,
SEK,10.517500000,01/9/2012,,,,
SEK,10.268600000,01/9/2013,,,,
SEK,11.577500000,01/9/2014,,,,
SEK,12.982000000,01/9/2015,,,,
SEK,11.231900000,01/9/2016,,,,
SLL,"6,572.620000000",01/1/2011,,,,
