INR, MWK, 10.7243177663, 12/01/2017, Yes
INR, MZN, 1.04039905234, 12/01/2017, Yes
INR, NGN, 4.6233840526, 12/01/2017, Yes
INR, NPR, 1.59890776471, 12/01/2017, Yes
INR, PKR, 1.53917442667, 12/01/2017, Yes
INR, RWF, 12.2483501173, 12/01/2017, Yes
INR, SLL, 108.99168445, 12/01/2017, Yes
INR, SZL, 0.198109277908, 12/01/2017, Yes
INR, TZS, 32.6023056619, 12/01/2017, Yes
INR, UGX, 53.1619077853, 12/01/2017, Yes
INR, XOF, 9.09848236069, 12/01/2017, Yes
INR, ZAR, 0.197868541413, 12/01/2017, Yes
INR, ZMW, 0.147222197727, 12/01/2017, Yes
INR, KES, 1.52745689376, 12/01/2017, Yes
LRD, LSL, 0.14775542536, 12/01/2017, Yes
LRD, MGA, 36.5216129362, 12/01/2017, Yes
LRD, MWK, 8.02241331353, 12/01/2017, Yes
LRD, MZN, 0.778278990865, 12/01/2017, Yes
LRD, NGN, 3.4585601234, 12/01/2017, Yes
LRD, NPR, 1.19607598527, 12/01/2017, Yes
LRD, PKR, 1.1513919749, 12/01/2017, Yes
LRD, RWF, 9.1624781353, 12/01/2017, Yes
LRD, SLL, 81.5321178885, 12/01/2017, Yes
LRD, SZL, 0.148197260027, 12/01/2017, Yes
LRD, TZS, 24.3884204751, 12/01/2017, Yes
LRD, UGX, 39.7681984144, 12/01/2017, Yes
LRD, XOF, 6.80619388701, 12/01/2017, Yes
LRD, ZAR, 0.14801717513, 12/01/2017, Yes
LRD, ZMW, 0.110130764943, 12/01/2017, Yes
LRD, KES, 1.1426265789, 12/01/2017, Yes
LSL, MGA, 247.176121264, 12/01/2017, Yes
LSL, MWK, 54.2952199149, 12/01/2017, Yes
LSL, MZN, 5.26734628505, 12/01/2017, Yes
LSL, NGN, 23.4073308305, 12/01/2017, Yes
LSL, NPR, 8.09497168959, 12/01/2017, Yes
LSL, PKR, 7.79255294412, 12/01/2017, Yes
LSL, RWF, 62.011111355, 12/01/2017, Yes
LSL, SLL, 551.804562776, 12/01/2017, Yes
LSL, SZL, 1.00299031095, 12/01/2017, Yes
LSL, TZS, 165.05939065, 12/01/2017, Yes
LSL, UGX, 269.148820204, 12/01/2017, Yes
LSL, XOF, 46.0639186035, 12/01/2017, Yes
LSL, ZAR, 1.001771507, 12/01/2017, Yes
LSL, ZMW, 0.745358518476, 12/01/2017, Yes
LSL, KES, 7.73322926127, 12/01/2017, Yes
MGA, MWK, 0.21966207592, 12/01/2017, Yes
MGA, MZN, 0.0213100936211, 12/01/2017, Yes
MGA, NGN, 0.0946989972606, 12/01/2017, Yes
MGA, NPR, 0.0327498127578, 12/01/2017, Yes
MGA, PKR, 0.03152631777, 12/01/2017, Yes
MGA, RWF, 0.250878244378, 12/01/2017, Yes
MGA, SLL, 2.2324347512, 12/01/2017, Yes
MGA, SZL, 0.00405779614076, 12/01/2017, Yes
MGA, TZS, 0.667780487071, 12/01/2017, Yes
MGA, UGX, 1.08889490954, 12/01/2017, Yes
MGA, XOF, 0.186360714651, 12/01/2017, Yes
MGA, ZAR, 0.00405286522773, 12/01/2017, Yes
MGA, ZMW, 0.00301549565008, 12/01/2017, Yes
MGA, KES, 0.0312863120503, 12/01/2017, Yes
MWK, MZN, 0.0970130757976, 12/01/2017, Yes
MWK, NGN, 0.431112183857, 12/01/2017, Yes
MWK, NPR, 0.149091793021, 12/01/2017, Yes
MWK, PKR, 0.143521896704, 12/01/2017, Yes
MWK, RWF, 1.14210995834, 12/01/2017, Yes
MWK, SLL, 10.1630413072, 12/01/2017, Yes
MWK, SZL, 0.0184729026336, 12/01/2017, Yes
MWK, TZS, 3.04003540107, 12/01/2017, Yes
MWK, UGX, 4.95713656978, 12/01/2017, Yes
MWK, XOF, 0.848397311509, 12/01/2017, Yes
MWK, ZAR, 0.0184504549124, 12/01/2017, Yes
MWK, ZMW, 0.0137278846949, 12/01/2017, Yes
MWK, KES, 0.14242928334, 12/01/2017, Yes
MZN, NGN, 4.44385646278, 12/01/2017, Yes
MZN, NPR, 1.53682162735, 12/01/2017, Yes
MZN, PKR, 1.47940775533, 12/01/2017, Yes
MZN, RWF, 11.7727424778, 12/01/2017, Yes
MZN, SLL, 104.759499929, 12/01/2017, Yes
MZN, SZL, 0.190416626642, 12/01/2017, Yes
MZN, TZS, 31.3363469417, 12/01/2017, Yes
MZN, UGX, 51.0976126572, 12/01/2017, Yes
MZN, XOF, 8.7451851674, 12/01/2017, Yes
MZN, ZAR, 0.190185238028, 12/01/2017, Yes
MZN, ZMW, 0.141505509253, 12/01/2017, Yes
MZN, KES, 1.46814521825, 12/01/2017, Yes
NGN, NPR, 0.345830618118, 12/01/2017, Yes
NGN, PKR, 0.332910787674, 12/01/2017, Yes
NGN, RWF, 2.64921753805, 12/01/2017, Yes
NGN, SLL, 23.5740062279, 12/01/2017, Yes
NGN, SZL, 0.0428494097947, 12/01/2017, Yes
NGN, TZS, 7.05161096092, 12/01/2017, Yes
NGN, UGX, 11.4984840499, 12/01/2017, Yes
NGN, XOF, 1.96792701129, 12/01/2017, Yes
NGN, ZAR, 0.0427973404679, 12/01/2017, Yes
NGN, ZMW, 0.0318429522731, 12/01/2017, Yes
NGN, KES, 0.330376381539, 12/01/2017, Yes
NPR, PKR, 0.962641160826, 12/01/2017, Yes
